step	sent_id	masked_sent	label	correct	probability	surprisal	description
0	0	the author [MASK]	laughs	True	1.0482010111445561e-05	16.541725158691406	sing_MS_MV
0	0	the author [MASK]	laugh	False	5.4737225582357496e-05	14.15711784362793	sing_MS_MV
0	1	the author [MASK]	smiles	True	3.07006121147424e-05	14.991373062133789	sing_MS_MV
0	1	the author [MASK]	smile	False	3.4547050745459273e-05	14.821078300476074	sing_MS_MV
0	2	the author [MASK] tall	is	True	2.039958053501323e-05	15.581101417541504	sing_MS_MV
0	2	the author [MASK] tall	are	False	3.019949872395955e-05	15.015115737915039	sing_MS_MV
0	3	the author [MASK] old	is	True	1.9749861166928895e-05	15.627798080444336	sing_MS_MV
0	3	the author [MASK] old	are	False	2.8771255529136397e-05	15.085012435913086	sing_MS_MV
0	4	the author [MASK] young	is	True	1.9179493392584845e-05	15.670075416564941	sing_MS_MV
0	4	the author [MASK] young	are	False	3.1076160666998476e-05	14.973832130432129	sing_MS_MV
0	5	the author [MASK] short	is	True	2.018287341343239e-05	15.596508979797363	sing_MS_MV
0	5	the author [MASK] short	are	False	2.9407407055259682e-05	15.053461074829102	sing_MS_MV
0	6	the pilot [MASK]	laughs	True	1.1715856089722365e-05	16.38117790222168	sing_MS_MV
0	6	the pilot [MASK]	laugh	False	5.8330540923634544e-05	14.065388679504395	sing_MS_MV
0	7	the pilot [MASK]	smiles	True	3.0232215067371726e-05	15.013553619384766	sing_MS_MV
0	7	the pilot [MASK]	smile	False	3.315309731988236e-05	14.880496978759766	sing_MS_MV
0	8	the pilot [MASK] tall	is	True	1.9751503714360297e-05	15.627677917480469	sing_MS_MV
0	8	the pilot [MASK] tall	are	False	3.0324394174385816e-05	15.009161949157715	sing_MS_MV
0	9	the pilot [MASK] old	is	True	1.9042649000766687e-05	15.68040657043457	sing_MS_MV
0	9	the pilot [MASK] old	are	False	2.9079821615596302e-05	15.069622039794922	sing_MS_MV
0	10	the pilot [MASK] young	is	True	1.852050263551064e-05	15.7205171585083	sing_MS_MV
0	10	the pilot [MASK] young	are	False	3.135422230116092e-05	14.960980415344238	sing_MS_MV
0	11	the pilot [MASK] short	is	True	1.9455506844678894e-05	15.64946174621582	sing_MS_MV
0	11	the pilot [MASK] short	are	False	2.984334059874527e-05	15.032231330871582	sing_MS_MV
0	12	the surgeon [MASK]	laughs	True	1.0855878826987464e-05	16.49116325378418	sing_MS_MV
0	12	the surgeon [MASK]	laugh	False	5.78620056330692e-05	14.077024459838867	sing_MS_MV
0	13	the surgeon [MASK]	smiles	True	2.90828993456671e-05	15.069469451904297	sing_MS_MV
0	13	the surgeon [MASK]	smile	False	3.3355452615069225e-05	14.87171745300293	sing_MS_MV
0	14	the surgeon [MASK] tall	is	True	2.0382936781970784e-05	15.58227825164795	sing_MS_MV
0	14	the surgeon [MASK] tall	are	False	2.9658896892215125e-05	15.041175842285156	sing_MS_MV
0	15	the surgeon [MASK] old	is	True	1.9605511624831706e-05	15.638381004333496	sing_MS_MV
0	15	the surgeon [MASK] old	are	False	2.850437340384815e-05	15.098457336425781	sing_MS_MV
0	16	the surgeon [MASK] young	is	True	1.907822661451064e-05	15.677713394165039	sing_MS_MV
0	16	the surgeon [MASK] young	are	False	3.064255361096002e-05	14.994104385375977	sing_MS_MV
0	17	the surgeon [MASK] short	is	True	2.0066314391442575e-05	15.604865074157715	sing_MS_MV
0	17	the surgeon [MASK] short	are	False	2.9029406505287625e-05	15.072125434875488	sing_MS_MV
0	18	the farmer [MASK]	laughs	True	1.114741462515667e-05	16.452930450439453	sing_MS_MV
0	18	the farmer [MASK]	laugh	False	5.000562669010833e-05	14.28754997253418	sing_MS_MV
0	19	the farmer [MASK]	smiles	True	3.0388349841814488e-05	15.006122589111328	sing_MS_MV
0	19	the farmer [MASK]	smile	False	3.328042657813057e-05	14.874966621398926	sing_MS_MV
0	20	the farmer [MASK] tall	is	True	2.014723031606991e-05	15.599059104919434	sing_MS_MV
0	20	the farmer [MASK] tall	are	False	3.229333378840238e-05	14.918403625488281	sing_MS_MV
0	21	the farmer [MASK] old	is	True	1.9421071556280367e-05	15.652017593383789	sing_MS_MV
0	21	the farmer [MASK] old	are	False	3.0987885111244395e-05	14.977935791015625	sing_MS_MV
0	22	the farmer [MASK] young	is	True	1.8864864614442922e-05	15.693939208984375	sing_MS_MV
0	22	the farmer [MASK] young	are	False	3.3310068829450756e-05	14.873682022094727	sing_MS_MV
0	23	the farmer [MASK] short	is	True	1.9854860511259176e-05	15.620148658752441	sing_MS_MV
0	23	the farmer [MASK] short	are	False	3.1365270842798054e-05	14.960472106933594	sing_MS_MV
0	24	the manager [MASK]	laughs	True	1.1458211702120025e-05	16.413259506225586	sing_MS_MV
0	24	the manager [MASK]	laugh	False	5.5090818932512775e-05	14.147828102111816	sing_MS_MV
0	25	the manager [MASK]	smiles	True	3.0041428544791415e-05	15.022686958312988	sing_MS_MV
0	25	the manager [MASK]	smile	False	3.132329584332183e-05	14.962404251098633	sing_MS_MV
0	26	the manager [MASK] tall	is	True	2.258596578030847e-05	15.434213638305664	sing_MS_MV
0	26	the manager [MASK] tall	are	False	3.0051878638914786e-05	15.022185325622559	sing_MS_MV
0	27	the manager [MASK] old	is	True	2.19281737372512e-05	15.47685432434082	sing_MS_MV
0	27	the manager [MASK] old	are	False	2.874528945540078e-05	15.086315155029297	sing_MS_MV
0	28	the manager [MASK] young	is	True	2.1311352611519396e-05	15.51801872253418	sing_MS_MV
0	28	the manager [MASK] young	are	False	3.102799746557139e-05	14.976069450378418	sing_MS_MV
0	29	the manager [MASK] short	is	True	2.2420503228204325e-05	15.44482135772705	sing_MS_MV
0	29	the manager [MASK] short	are	False	2.9378084946074523e-05	15.054900169372559	sing_MS_MV
0	30	the customer [MASK]	laughs	True	1.0951523108815309e-05	16.47850799560547	sing_MS_MV
0	30	the customer [MASK]	laugh	False	5.502123531186953e-05	14.149651527404785	sing_MS_MV
0	31	the customer [MASK]	smiles	True	3.066867793677375e-05	14.992874145507812	sing_MS_MV
0	31	the customer [MASK]	smile	False	3.081217801081948e-05	14.986140251159668	sing_MS_MV
0	32	the customer [MASK] tall	is	True	1.9222819901187904e-05	15.666820526123047	sing_MS_MV
0	32	the customer [MASK] tall	are	False	3.083450792473741e-05	14.985095024108887	sing_MS_MV
0	33	the customer [MASK] old	is	True	1.8577835362521e-05	15.716057777404785	sing_MS_MV
0	33	the customer [MASK] old	are	False	2.9241009542602114e-05	15.061647415161133	sing_MS_MV
0	34	the customer [MASK] young	is	True	1.795312164176721e-05	15.765405654907227	sing_MS_MV
0	34	the customer [MASK] young	are	False	3.188680420862511e-05	14.936680793762207	sing_MS_MV
0	35	the customer [MASK] short	is	True	1.899138806038536e-05	15.684294700622559	sing_MS_MV
0	35	the customer [MASK] short	are	False	3.0077275368967094e-05	15.020966529846191	sing_MS_MV
